var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74476814,,,,,,,,,,,,,,,,,,,,,,0.9947806,,,,,,,,,,0.9701351,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8463142,,,,,,,,,,,,,,,,,,,,,,0.99314487,,,,,,,,,,0.86284024,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7610261,,0.95409083,,,,0.6140405,,,,,,,,,,,,,,,,,,,,,,,,,,0.32417658,,0.8685366,0.43375105,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8862236,,,,,,,,,,0.4081551,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69041425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9782988,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9024421,,,,,,,,,,,,,,,,,,,,,,0.9967294,,,,,,,,,,0.5317091,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7287924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3902424,,0.57431054,,,,,,,,,1
0.65725696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6383179,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99192953,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9902541,,,,,,,,,,0.98086584,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9769325,,,,,,,,,,0.9692221,,,,,,,,,1
0.43757463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64299786,,0.39570665,,,,,,,,,,,,,,,,,,,,0.8881688,,,,,,,,,,0.90370905,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78320575,,,,,,,,,,,,,,,,,,,,,,0.995977,,,,,,,,,,0.92403096,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9192184,,,,,,,,,,,,,,,,,,,,,,0.995915,,,,,,,,,,0.8580591,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96129143,,,,,,,,,,,,,,,,,,,,,,0.71367323,,,,,,,,,,0.94064605,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9449981,,,,,,,,,,,,,,,,,0.9482518,,,,0.5473822,,0.5713484,,,,,,0.9807355,0.9876889,,0.35113293,,,,,,,,,0
0.43533272,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48495635,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99486214,,,,,,,,,,,,0.98312193,,,0.7182637,0.99530894,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34420577,,,,,,,,,,,,,,,,,,,,,,0.9929483,,,,,,,,,,0.97455513,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9948112,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.844752,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9705512,0.79997766,,0.55958915,,,0.8052673,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8393678,,,,,,,,,,,,,,,,,,,0.7004369,,,,,,,,,,,,,0.502115,,,,0.5986279,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83613735,,,,,,0.8484941,,,,,,,,,,,0.90792334,,,,,,,,,,,,0.94469434,0.94960165,,,0.99762136,,0.37459028,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8692386,,0.50432855,,,,,,,,,,,,,,,,,,,,0.9949449,,,,,,,,,,0.9359476,,,,,,,,,1
0.46919796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44357798,,,,,,,,,,,,,,,,,,,,0.9694781,,,,,,,,,,0.92915875,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9865715,,,,,,,,,,0.9654989,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44080892,,0.32449538,,,,0.71927,,,,,,,,,,,,,,,,,,,,,0.42284903,,0.75408626,0.44689167,,,0.7567706,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68013644,,0.79211843,,,,,,,,,,,,,,,,,,,,0.95037353,,,,,,,,,,0.98095256,,0.35380137,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94882774,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9145148,0.6213286,,,,,,,,,,,,,,,,,,,,,0.9022105,,,,,,,,,,0.45797887,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9078841,,,,,,,,,,,,,,,,,,,0.9805906,,,0.8687847,,,,,,,,,,0.8242485,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95549554,,,,,,,,,,,,,,,,,,,,,,0.99802846,,,,,,,,,,0.97399557,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5866406,,,,,,0.8614814,,,,,,,,,,,,,,,0.37062487,,,,,,,,,0.89773065,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6572393,,,,,,,,,,,,,,,,,0.9641992,,,,,,,,,,,,,,,0.9027687,,0.46950752,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9636289,0.97498566,,0.8292568,0.89001966,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982963,,,,,,,,,,0.96174246,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99800164,,,,,,,,,,0.9466866,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99247956,,,,,,,,,,0.5636849,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.417996,,,,,,,,,,,,,,,,,,,,,,,,0.56926423,,,0.99801826,,,0.6597677,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9829457,,0.49319154,,0.57177,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64838964,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80698234,,0.55414194,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9655356,,,0.31258485,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9717809,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96874094,,,,,,,,,,,,,,,,,0.98904,,,,0.5627618,,,,,,,,,,,0.9482383,,0.5217911,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99564445,,,,0.9831678,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9968413,,,,,,,,,,,0.628857,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99707925,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5459587,,,,,,,0.9851223,,0.8971514,0.75471973,,,0.7565714,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.507345,,0.7979281,,,,,,,,,,,,,,,,,,,,,,,0.93343055,0.90564907,0.42800114,0.8219236,,0.3114055,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7447659,0.9163936,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82041293,,,,,,,,,,,,,,,,,,,,,,0.9928772,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6636534,,,,,,,,,,,,,,,,,,,,,,0.9886335,,,,,,,,,,0.82603294,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49103782,,,,,,,,,,0.6461931,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6895831,,,,,,,,,,,,,,,0.9983317,,0.9314679,,0.36731827,,,,,,,,,,,0.6366366,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997045,,,,,,,,,,0.8110942,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4888094,,,,,,,0.80127907,,,,,,,,,,,,,,,,,,,,,,0.33856368,0.60998774,0.3214401,0.77737,0.84640855,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4060879,,,,,,,,,,,,,,,,,,,,,,0.82937163,,,,,,,,,,0.68754524,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32740772,,,,,,0.84037036,,,,,,,,,,,,,,,,,,,,,,,0.9297021,0.9585747,,,,0.82291025,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85976714,,,,,,,,,,,,,,,,,,,,,,0.99899143,,,,,,,,,,0.70538205,,,,0.5164444,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8020307,,,,,,,,,,,,,,,,,,,,,,0.9868333,,,,,,,,,,0.9753473,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7307789,,,,,,,,,,,,,,,,,,,,0.93029356,,,,,,,,,,,,,,,,,,0.505486,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9818556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42132014,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9681291,,,,0.77485657,,0.86551404,,,,,,0.5724967,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8911265,,,,,,,,,,,,,,,,,,,,,,0.99142426,,,,,,,,,,0.97329074,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41401607,,,,,,,,,,,,,,,,,0.9959527,,,,0.46738902,,,,,,,,0.983988,0.34676227,,0.3279111,0.9064626,,,0.5345356,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9284986,,,,,,,,,,,,,,,,,,,,,,0.9863868,,,,,,,,,,0.9559991,,,,0.37029067,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6044004,,,,,,0.98975337,,,,,,,,,,0.8154595,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31224024,0.8678335,,0.70327896,,,,0.49841508,,,,,0
0.3321696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7164412,,,,,,,,,,,,,,,,,,,,,,0.99624145,,,,,,,,,,0.85145915,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5741495,,0.3860686,,,,,,,,,,,,,,,0.47065535,,,,0.51078135,,,,,,,,0.76843125,,,,0.9453367,,,0.34112194,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9507493,,,,,,,,,,,,,,,,,,,,,,0.99795,,,,,,,,,,0.98822963,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4089163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938048,0.770126,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9945962,,,,,,,,,,0.97331065,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90282845,,0.88752806,,,,0.7755687,,,,,,,,,,,,,,,,,,,,,,0.53639394,,0.30553854,,0.48995668,,,0.8327672,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36602008,,,,,,,,,,,,,,,,,,,,,,0.9966539,,,,,,,,,,0.8899445,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6729874,,,,,,,,,,,,,,,,,,,,,,0.9449816,,,,,,,0.55351526,,,0.94466114,,,,,,,,,1
,,,,,,,,,,,,,0.32100996,,,,,,,,,,,,,,,,,,,,,,,,,,0.62565273,,,,,,,,,,,,,,,,,0.83251816,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48461398,,,,,,,,,,,,,,,,,,,,,,,0.30801445,0.57557166,,,,,,,,,0.8192287,,0.8926607,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9863129,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393055,,,,,,,,,0.96894157,,,,,,,,,,,,0.99784553,0.9706167,,,0.99370885,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89072156,,,0.832025,,,,,,,,,,0.986075,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73829573,,,0.99634117,,,,,,,,,,0.46250367,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60202974,,,,,0.99600035,,,,,,,,0.6525285,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7494681,0.9941677,,0.80547106,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9578718,,,,,,,,,,,,,0.3409185,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9496498,,,0.9926462,,,,,,,,,,0.9920365,,,,0.7904653,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66208,,,0.96509314,0.48366532,,,,,,,,,0.9219305,,,,0.8010525,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45531553,,,,,,,,,,0.9084588,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6853272,,,,,,,,,,,,,,,,,0.9784451,,,,,,,,,,,,,,,0.8450227,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6196099,,,,,,,,,,,,,,,,,,,,,,0.9909939,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5771364,,,,0.49572483,,,,,,,,,,,,,,,,,,0.68064827,,,,,,,,,,0.7764522,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9565161,,,,,,,,,,,,,,,,,,,,,,0.9919762,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60950935,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98585343,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67112327,,,,0.54402494,,,,,,,,0.9953459,0.959877,,,0.9610343,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87668586,,,,,,,,,,,,,,,,,0.8246582,,,,,,,,,,,,,,,,,0.54785675,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79952073,,,,,,,,,,,,,,,,,0.6706276,,,,,,,,,,,,,0.75715244,,,0.68647784,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8744595,,,,,,,,,,,,,,,,,,,,,,0.56271505,,,,,,,,,,0.93838036,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82812166,,,,,,,,,,,0.98326474,,0.30191284,,,,0.9228204,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5849276,,,,,,,,,,,,,,,,,,,0.92005706,,,,,,,,0.49826866,,,,,0.3703224,0.48923647,,,0.46055496,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97145814,,,,,,,,,,,,,,,,,,,,,,0.99866164,,,,,,,,,,0.9316919,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.627135,,0.7112315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9791301,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30291077,,,,,,,,,,,,,,,,,,,,,,0.90115815,,,,,,,,,,0.98240536,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30399725,,,,,,,,,,,,,,,,,,,,,,0.95591694,,,,,,,,,,0.9634411,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99557674,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,0.5778839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9774431,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5187144,,,,,,,,,,,,,,,,,0.9681124,,,,0.49431577,,,,,,,,,0.34977815,,,0.9750471,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74810666,,,,,,,,,,0.69789076,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99947506,,,,,,,,,,0.7261534,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98402196,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62347126,,0.4811746,,,,,,,,,,,,,,,0.96053296,,,,,,,,,,,,0.97175884,0.98823524,,0.97657233,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6801415,,,,,,,,,,,,,,,,,,,,,,0.9776204,,,,,,,,,,0.96996975,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34309947,,,,0.9956845,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45654497,0.9590201,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99176276,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9903858,,,,,,,,,,0.9059183,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63455063,,,,,,,,,,,,,,,,,,,,,,0.8970481,,,,,,,,,,0.965743,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9887888,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41492808,,,,,,,,,,,0.65280986,,0.45545322,,0.36852247,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72960407,,,0.9988477,,,,,,,,,,0.5893531,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86714125,,,,,,,,,,,,0.80641717,,,,,,,,,,0.9902401,0.99080044,,,0.9947188,,,0.6551328,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9708627,,0.9134284,,0.7980071,,,,,,,,,,,,0.8200342,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8910812,,,,,,,,,,,,,,,,,,,,,,0.91627824,,,,,,,,,,0.9669582,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9590304,,,,,0.33836237,,,,,,,,,,,,,,,,,0.9790415,,,,,,,,,,0.47405565,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5423892,,,,,,,0.99743915,,,,,,,,,,0.8092272,,,,0.71954346,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37062603,,,,,,0.9873045,,,,,,,0.83780676,0.78285265,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739433,,,,,,0.9792548,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9982957,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31914043,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99015105,0.98673534,,0.4040623,0.8983123,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7779634,,,,,,,,,,,,,,,,,,,,,,0.34804097,,,,,,,,,,0.71836233,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7189558,,,,,,,,,,,,,,,,,,,,,,,0.8321559,,,,,,,,,0.7686663,0.38008887,,,,,,,,0
0.82106936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93080974,,0.92518216,,,,,,,,,,,,,,,,,,,,0.99468744,,,,0.51009774,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30189615,0.9830415,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4498917,,0.3899065,,,0.5416366,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73202956,,,,,,,,,,0.9230638,,,,,,,,,1
0.73033565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34739733,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4958567,0.9242958,,,0.96884996,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95444703,,,,,,0.5890804,,,,,,,,,,,0.58143747,,,,,0.9838663,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8404157,,,,,,,,,,,,,,,,,0.9816341,,0.9515593,,,,,,,,,,0.9493221,0.86385214,,0.8687271,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93902385,,0.5625011,,,,0.38128325,,,,0.68845946,,,,,,,0.62342066,,,,0.5945173,,,,,,,,,0.7600064,,0.7214765,,,,0.6868348,,,,,0
