var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9876106,,,,,,,,,,0.87527174,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9877488,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3120066,,,,,,,,,,,,,,,0.99173814,,0.91447407,,,,,,,,,,0.9679111,,,0.7422408,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8778578,,,,,,0.89147437,,,,,,,,,,,,,,,,,,,,,,,,0.9894917,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9964671,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91307926,,,,,,,,,,0.95271677,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98815376,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9516316,,,,,,,,,,,,,,,,,,,,,,,0.81857824,,,0.49083552,0.7741126,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9027663,,,,,,,,,,,,,,,,,,,,,,0.99375075,,,,,,,,,,0.9388586,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9694006,,,,,,,,,,0.35800967,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7939746,,0.59308726,,,,,,,,,,,,,,,,,,,,0.30800152,,,,,,,,,,0.96975994,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36013085,,,,,,,,,,,,,,,,,0.995379,,,,0.54242927,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62079126,,,,,,,,,,,,,,,,,,,,,0.59620893,,,,,,,,,0.9523078,0.5053723,0.96495116,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8742791,,,,0.33209988,0.9620514,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,0.40810677,,,,,,,,,,,,,,,,,,,,,,,,,,0.38431036,,,,,,,,,,,,,,,,,,,,,,0.9615354,,,,,,,,,,0.4525744,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7816167,,0.8835771,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41476685,,0.73038864,,,,,,,,0.3059785,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97446084,,,,,,,,,,,,,,,,,,,,,,0.8261001,,,,,,,,,,0.8599098,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81345534,,,0.9914312,,,,,,,,,,0.9340862,0.3170134,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9986105,,,,,,,,,,0.9856877,,0.3270089,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9740511,,0.3849542,,,,,,,,,,,,,,,,,0.9588125,,,,,,,,,,0.50400305,,,,,,,,,1
0.4068989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9970278,0.9805068,,0.9115955,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9634894,0.99062,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35482895,,,,,,,,,,0.84681904,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33446226,,,,,,0.83132124,,,,,,,,,0.56065947,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80079454,,0.43591878,0.74422216,0.5151367,,,,,,,,,,,0.9781563,,,,,,,,,,,,0.76891893,0.9835458,,0.93344426,0.9807252,,0.8588183,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6052786,,,,,,,,,,0.53921664,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98881966,,,,,,,,,,0.9685264,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98933405,,,,,,,,,,,,,,,,,,,,,,,0.9635071,0.90748566,,,0.34708312,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5626379,,,,,,,,,,,,,0.92020184,,,,,,,,,,,,,0.6360136,0.31191194,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62474346,,,,,,,,,,,,,,,,0.40369335,,0.9417266,,,,,,,,,,0.9891958,0.7659482,,,0.5321342,,,0.45970923,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3094291,,,,,,,,,,,,,0.9187721,,,,,,,,,,,0.3203263,,,0.32731462,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9927255,0.82198817,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9829798,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938756,,,,,,,,,,,,,,0.89988476,,,0.7323908,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9193241,,,,,,,,,,0.9893911,0.48258877,,,0.985059,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95731896,,,0.9981856,,,,,,,,,,0.97466284,,,,0.33953738,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41456783,,,,,,,,,,,,,,,,,,,,,,,,0.9773907,,0.5867329,0.9816891,,0.6242001,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97840756,,,,,,,,,,,,,,,,,,,,,,0.9959168,,,,,,,,,,0.9820042,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6681457,,,,,,,,,,,,,,,,,,,,,0.71653086,,,,,,,,,,,0.5259253,0.34097856,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98730206,,,,,,,,,,0.9494154,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9765461,,,,,,,,,,0.9484404,,,,,,,,,1
,,0.98223156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9724885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9259322,,0.96130997,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9532995,,,,,,,,,,,,,,,,,,,,,,,,0.68868434,,,0.9636762,,,0.93628687,0.9865985,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6679596,,0.8084013,,,0.46832827,0.5139289,,,,,,,,,,,,,,,,,,,,,,0.86403304,,0.7381299,,0.97940844,,0.4877213,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7398579,,,,,,0.3215938,,,,,,,,,,,,,,,,0.8849695,,,,,,,,,,0.9726414,,,,,,,,,1
,,0.77362394,,,,,0.4280845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9960245,0.9968631,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8101718,,0.61456656,,,,,,,,,,,,,,,,,0.9766272,,,,,,,,,,,,,,0.9993698,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9828897,,,,,,,,,,,,,,,,0.47296882,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34568676,0.6792208,0.98566645,,,,0.98900896,,,,,,,,,,,,,0.6749014,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9625436,,,,,,,,,,,,,,,,,,,0.3864029,,,0.7722153,,,,,,,,,,0.9946286,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7924634,,,,,,,0.36114195,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,0.68863946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9923827,,,,,,,,,,0.8226699,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57269233,,,,,,,,,,,,,,,0.57780206,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46584076,,0.54546106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97378707,,,,,,0.62758225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60590816,,,,,,,,,,,,,,,,,,,,0.99804485,,,,,,,,,,0.8827094,,,,0.33248663,,,,0.6954267,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99747294,,0.76875687,,,,,,,,,,,0.90813774,,0.30273598,,,,,,,,,0
,,,,,,,,,0.7611677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9850101,,,,,,,,,,0.97837937,,,,0.3497065,,,,,1
,0.35380578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4412565,,,,,,0.7099111,,,,,,,,0.44327393,,,,,,,,,,,0.90767145,,,,,,,,,,,0.97021693,,,,0.45464563,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9990578,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9911505,,,,,,,,,,0.98485893,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9210967,,,,,,,,,,,,,0.6082113,,,,,,,,,,,0.9015378,,0.7671416,,,,0.83686715,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9943356,,,,,,,,,,,,,0.3865398,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7487779,,,,,,,,,,,,,,,,,,,,0.48245353,,,,,,,,,,,,,,,,,,,1
0.65056485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85675174,,0.8236403,,,,0.7229386,,,,,,,,,,,,,0.95766336,,,,,,,,,,,0.51516736,0.5789549,0.96004486,,0.3168495,,0.70688975,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7858798,,,,,,,,,,,,,,,,,,,,,,0.99554574,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63502485,,,,,,,,,,,,,,,,,,,,,,0.9975841,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79820824,,,,,,,,,,,,,,,,,,,0.81616706,,,,,,,,,,,0.3337474,,0.6217266,,,,0.6507952,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56785136,,0.62111694,,,,,,,,,,,,,,,,0.31136546,,,,0.3717347,,,,,,,,,,0.8580887,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8964662,,0.30705452,,,,,,,,,,,,,,,,,,,,,,,,,0.8609782,,,,,0.944221,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99136895,,,,,,,,,,0.7268899,,,,,,,,,1
,,0.92330486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99051964,,,,,,,,,,0.95412785,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6121841,0.8351262,,0.7827871,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39273623,,0.5251073,0.9924515,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982754,,,,,,,,,,0.60553783,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9704605,,,,,,,,,,0.9635686,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98199844,,,,,,,,,,,0.51887095,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9828708,,0.7847175,,,,0.38985264,,,,,,,,,,,,,,,,,,,,,,,0.88693595,,0.37780723,0.36487305,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8505431,,0.6892423,,,,,0.76175165,,,,,0.9929281,0.99454606,,,0.7685771,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9913872,,,,,,,,,,0.40607768,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57653886,,,,,,,,,,,,,,,,,,,,,,0.995439,,,,,,,,,,0.9826689,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45756933,,,,,,,,,,,,,,,,,,,,0.98830545,,,,,,,,,,0.4317528,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57679015,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97930396,0.61926633,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95228404,,,,,,,,,,,,,,,,,,,,,0.42470506,0.9980312,,,,,,,,,,0.95603395,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7464353,,0.67028207,,,,0.9680871,,,,,,,,,,,,,,,,,,,,,,,0.9922748,0.9978516,0.6121162,0.39117414,0.82039636,0.4664982,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.751923,,,,,,,,,,,,,,,,,,,,,,0.98390144,,,,,,,,,,0.8673961,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49712223,,,0.846749,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90041274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99760026,0.9763189,,0.82406336,,0.50363594,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9939704,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45064113,,,0.43983147,0.9133606,,,,,,,,,,,0.7889934,,0.8700398,,,,,,,,,,,,,0.6949737,,,,0.9725833,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50411934,,,,0.7405938,,,,,,,,,,,,,,,0.9120042,,,,,,,,,,,0.88615304,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9198293,,0.8515767,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75350505,,,,,,0.3219787,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74518824,,0.46274173,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44892016,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6915803,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72318774,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65997374,,,,0.45939106,,,,,,,,,,,,,,,,,0.86839014,,,,,,,0.77130914,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7974023,,,,,0.9749631,0.67328256,,,,,,,,,,,0.9890099,,,0.33576205,0.47896358,,,,,,,,,0.31446925,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9227218,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9846741,,,,,,,,,,,,0.45688218,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6436241,,0.9987249,,,,,,,,,,,,,,0.8366706,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35760745,,,,,,,,,,,,,,,,0.98720795,,,,,,,,0.85255754,,0.8201696,,,,0.7626271,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4411959,,0.35100856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.946003,,,,0.30240163,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9769552,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8851306,0.959279,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83176553,0.3287055,,,,,,,,,,,,,,,,0.9937024,,,,,,,,,,0.9731024,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34663323,,,,,,,,,,,,,,,,,,,,0.9638873,,,,,,,,,,0.9640305,,0.30832046,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36071458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9917337,,,,,,,,,,0.9537732,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9980933,,,,,,,,,,0.6892521,,,,,,,,,1
0.97969073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98709214,,,,,,,,,,0.8761958,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995103,,,,,,,,,,0.94726866,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8464835,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76518035,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99298865,,,,,,,,,,0.92151964,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97650677,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57415134,,,,,,,,,,,,,,,0.38208792,,,,,0.9416497,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9161842,,,,,,,,,,,,,,,,,,,,,,0.99463093,,,,,,,,,,0.8170187,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51172376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9799012,0.58488184,0.54915184,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8367204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99754333,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6081119,,,,,,,,,,,,,,,,,,,,,,,,,0.9974025,0.9529986,,0.8578964,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9472515,,,,,,,,,,,,,,,,,,,,,,0.9946278,,,,,,,,,,0.96693224,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7396742,,,,,,,,0.94977605,,,0.99588686,,,,,,,,,,0.5369275,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88429,,,,,,,,,,,,,,,,,,,,,,0.9738219,,,,,,,,,,0.5877394,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8296586,,,,0.8961911,,,,,,,,0.92451274,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9763046,,,,,,,,,,0.88599294,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53739774,,,,,,,,,,,,,,,,,0.9443423,,,,,,,,,,,,0.99096537,0.9491215,,,0.9157658,,,0.338275,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55389476,,0.32466173,,,,,,,,,,,,,,,,,,,,0.9931839,,,,,,,,,,0.9740059,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4918822,,,,,,,,,,,,,,,,,,,,,,0.9900226,,,,,,,,,,0.92604965,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9615747,,,,,,,,,,,,,,,,,,,,,,0.9943861,,,,,,,,,,0.9387415,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4550365,0.942134,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79195136,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98455286,,,,,,,,,,,,,,,0.877666,0.39754322,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97181726,,,,,,,,,,0.9902624,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9096747,,,,,,,,,0.87592804,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94608474,,0.3661683,0.9073715,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51287407,,,,,,,,,,,,,,,,,,,,,,0.9841724,,,,,,,,,,0.57491595,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33121946,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987588,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99850464,,,,,,,,,,0.49656367,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953253,0.34895718,0.9757707,,,,,,,,,,,,,,,,,0.6955548,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61998093,,,,,,,,,,,,,,,,,,,,,,0.9942029,,,,,,,,,,0.96067125,,,,,,,,,1
